Gyarto;Tipus;Teljesitmeny;Vegsebesseg;Gumimeret;Hatótav;Rendszam;Gyartasi_ev;Km_ora_allas
VW;e-up!;18;130;165|65-R15;130;AACO-742;2021;39717
Skoda;Citigo|e-iV;36;130;165|65-R16;300;PVN-812;2019;54213
KIA;Niro-EV;65;167;165|65-R17;350;AAAJ-332;2019;57461
KIA;Niro-EV;65;167;165|65-R17;350;AABH-835;2019;56521
KIA;Niro-EV;65;167;165|65-R17;350;AAAO-202;2020;42651
Skoda;Citigo|e-iV;36;130;165|65-R16;300;SLF-208;2020;45382
VW;e-up!;36;130;165|65-R15;300;TPJ-019;2022;26171
VW;e-up!;36;130;165|65-R15;300;AAAE-613;2021;36310
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;RHP-074;2021;32832
VW;e-up!;36;130;165|65-R15;300;AACM-910;2020;59432
Opel;Vivaro-e;50;192;165|65-R16;320;AAAM-686;2023;24683
KIA;Niro-EV;65;167;165|65-R17;350;PFB-542;2020;58564
VW;e-up!;18;130;165|65-R15;130;AACB-090;2022;31128
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;PAF-263;2019;53263
VW;e-up!;36;130;165|65-R15;300;NXZ-949;2019;58175
VW;e-up!;18;130;165|65-R15;130;AABO-637;2019;53859
VW;e-up!;36;130;165|65-R15;300;NZX-748;2021;36204
VW;e-up!;18;130;165|65-R15;130;AAAL-838;2023;26700
KIA;Niro-EV;65;167;165|65-R17;350;TVP-538;2021;38376
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AABH-434;2020;46280
Opel;Vivaro-e;50;192;165|65-R16;320;AAAG-457;2021;30206
Opel;Vivaro-e;50;192;165|65-R16;320;AACA-321;2023;27610
VW;e-up!;36;130;165|65-R15;300;AAAB-622;2022;28523
Opel;Vivaro-e;50;192;165|65-R16;320;NJK-395;2021;34957
VW;e-up!;36;130;165|65-R15;300;AAAD-798;2021;39070
Opel;Vivaro-e;50;192;165|65-R16;320;AACF-837;2021;36121
Opel;Vivaro-e;50;192;165|65-R16;320;SJI-930;2022;33731
VW;e-up!;36;130;165|65-R15;300;SCI-862;2023;21150
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;TET-309;2022;26757
VW;e-up!;18;130;165|65-R15;130;AAAO-160;2021;38109
Opel;Vivaro-e;50;192;165|65-R16;320;AABI-168;2021;37461
KIA;Niro-EV;65;167;165|65-R17;350;SEH-128;2023;22748
VW;e-up!;18;130;165|65-R15;130;NIB-537;2023;20274
Opel;Vivaro-e;50;192;165|65-R16;320;AABB-396;2021;39864
VW;e-up!;18;130;165|65-R15;130;SYI-661;2022;31302
VW;e-up!;18;130;165|65-R15;130;RUB-772;2022;31000
VW;e-up!;36;130;165|65-R15;300;AABH-645;2019;50260
KIA;Niro-EV;65;167;165|65-R17;350;SHB-972;2022;26020
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AABF-071;2022;25415
KIA;Niro-EV;65;167;165|65-R17;350;NWU-157;2020;58497
Opel;Vivaro-e;50;192;165|65-R16;320;AABE-454;2023;22613
VW;e-up!;36;130;165|65-R15;300;AAAA-409;2023;24796
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AABH-964;2020;52526
KIA;Niro-EV;65;167;165|65-R17;350;TGK-460;2020;42450
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;MNY-864;2023;28339
Skoda;Citigo|e-iV;36;130;165|65-R16;300;RKZ-310;2023;29981
Opel;Vivaro-e;50;192;165|65-R16;320;AAAA-008;2022;33462
VW;e-up!;36;130;165|65-R15;300;TZW-297;2019;53229
Opel;Vivaro-e;50;192;165|65-R16;320;AABL-991;2023;26398
Skoda;Citigo|e-iV;36;130;165|65-R16;300;RUO-863;2019;55632
VW;e-up!;36;130;165|65-R15;300;TRO-141;2023;27820
Skoda;Citigo|e-iV;36;130;165|65-R16;300;MSW-800;2020;50436
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AACC-357;2019;59446
KIA;Niro-EV;65;167;165|65-R17;350;TLJ-856;2023;28891
VW;e-up!;18;130;165|65-R15;130;SCV-440;2020;47200
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AABH-607;2023;29313
Opel;Vivaro-e;50;192;165|65-R16;320;AACG-451;2020;42275
Opel;Vivaro-e;50;192;165|65-R16;320;TKR-182;2019;50826
VW;e-up!;36;130;165|65-R15;300;AAAO-826;2022;34815
VW;e-up!;18;130;165|65-R15;130;PFZ-625;2021;35088
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;TZD-895;2023;29756
VW;e-up!;18;130;165|65-R15;130;AAAO-283;2019;54270
Opel;Vivaro-e;50;192;165|65-R16;320;AAAM-427;2023;27060
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AAAF-624;2021;39632
VW;e-up!;18;130;165|65-R15;130;AABE-420;2023;23555
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;MYD-981;2022;27367
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AABO-966;2020;42610
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AACD-295;2021;37207
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AAAJ-747;2019;55623
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;TBI-059;2023;27101
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;MPU-188;2019;55639
Skoda;Citigo|e-iV;36;130;165|65-R16;300;TNQ-249;2020;49960
VW;e-up!;18;130;165|65-R15;130;PVF-513;2020;56861
VW;e-up!;18;130;165|65-R15;130;AACD-231;2019;52529
VW;e-up!;36;130;165|65-R15;300;PWL-434;2021;38463
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AACN-776;2019;58114
KIA;Niro-EV;65;167;165|65-R17;350;NRX-461;2020;44019
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AACN-568;2023;26005
VW;e-up!;36;130;165|65-R15;300;AACK-622;2020;53314
VW;e-up!;36;130;165|65-R15;300;AAAH-595;2020;52810
KIA;Niro-EV;65;167;165|65-R17;350;AABE-516;2023;29635
KIA;Niro-EV;65;167;165|65-R17;350;MYQ-828;2021;30071
Opel;Vivaro-e;50;192;165|65-R16;320;MRH-011;2021;36191
KIA;Niro-EV;65;167;165|65-R17;350;MIW-499;2019;51181
VW;e-up!;36;130;165|65-R15;300;AABK-512;2019;59984
KIA;Niro-EV;65;167;165|65-R17;350;RPI-433;2023;24571
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AACD-228;2019;50101
Skoda;Citigo|e-iV;36;130;165|65-R16;300;MHK-920;2019;56037
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AACI-627;2019;54174
VW;e-up!;18;130;165|65-R15;130;AAAL-747;2022;27740
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AACN-040;2021;35089
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AABG-331;2021;35468
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AABF-927;2020;59646
KIA;Niro-EV;65;167;165|65-R17;350;MEV-168;2023;20427
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AAAA-706;2022;34745
VW;e-up!;18;130;165|65-R15;130;PLI-164;2020;42282
VW;e-up!;36;130;165|65-R15;300;RGA-042;2023;20155
Opel;Vivaro-e;50;192;165|65-R16;320;SZA-282;2020;51158
Skoda;Citigo|e-iV;36;130;165|65-R16;300;PWQ-904;2023;20821
KIA;Niro-EV;65;167;165|65-R17;350;RZT-483;2020;50192
VW;e-up!;18;130;165|65-R15;130;AAAM-929;2020;47041
KIA;Niro-EV;65;167;165|65-R17;350;AAAK-412;2022;29510
Opel;Vivaro-e;50;192;165|65-R16;320;AABA-768;2020;43727
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AACC-926;2020;54854
VW;e-up!;18;130;165|65-R15;130;MEJ-036;2022;31848
Opel;Vivaro-e;50;192;165|65-R16;320;AAAH-626;2021;35898
KIA;Niro-EV;65;167;165|65-R17;350;NMM-402;2019;56518
Skoda;Citigo|e-iV;36;130;165|65-R16;300;SKC-937;2020;41122
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AACH-408;2023;28648
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AABI-352;2020;53618
KIA;Niro-EV;65;167;165|65-R17;350;AAAO-571;2023;29399
VW;e-up!;36;130;165|65-R15;300;AACF-397;2022;25785
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AABD-525;2019;56526
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AABB-445;2019;50398
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AAAH-072;2023;22923
Opel;Vivaro-e;50;192;165|65-R16;320;AAAA-157;2023;27172
Opel;Vivaro-e;50;192;165|65-R16;320;NVD-876;2021;34590
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AABH-448;2021;38332
VW;e-up!;36;130;165|65-R15;300;AAAF-284;2020;44172
Opel;Vivaro-e;50;192;165|65-R16;320;SGD-466;2023;23350
Opel;Vivaro-e;50;192;165|65-R16;320;AAAG-384;2019;56264
VW;e-up!;36;130;165|65-R15;300;SZR-004;2023;27039
KIA;Niro-EV;65;167;165|65-R17;350;AACN-499;2019;54984
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;SRP-912;2020;44571
VW;e-up!;36;130;165|65-R15;300;RRL-521;2020;46459
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AACL-001;2021;33311
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AABM-571;2022;30168
VW;e-up!;18;130;165|65-R15;130;AAAD-132;2021;34106
VW;e-up!;18;130;165|65-R15;130;AACF-714;2023;21976
KIA;Niro-EV;65;167;165|65-R17;350;SLM-982;2023;27025
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;REA-969;2022;27195
VW;e-up!;36;130;165|65-R15;300;AACH-636;2023;26427
KIA;Niro-EV;65;167;165|65-R17;350;NUN-137;2023;23632
Opel;Vivaro-e;50;192;165|65-R16;320;AAAB-377;2023;22438
VW;e-up!;36;130;165|65-R15;300;AABE-339;2021;38421
VW;e-up!;36;130;165|65-R15;300;AACK-438;2020;47922
VW;e-up!;18;130;165|65-R15;130;TPT-379;2022;30804
VW;e-up!;18;130;165|65-R15;130;NVB-851;2022;25926
Opel;Vivaro-e;50;192;165|65-R16;320;AABB-702;2021;36264
VW;e-up!;18;130;165|65-R15;130;AACG-927;2023;29096
KIA;Niro-EV;65;167;165|65-R17;350;AABO-540;2021;32001
Opel;Vivaro-e;50;192;165|65-R16;320;TMO-984;2019;57136
KIA;Niro-EV;65;167;165|65-R17;350;PGR-220;2023;26884
VW;e-up!;36;130;165|65-R15;300;AABD-694;2020;53766
VW;e-up!;18;130;165|65-R15;130;RZP-822;2022;32427
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;RBV-562;2020;55583
VW;e-up!;36;130;165|65-R15;300;MQM-984;2021;39873
KIA;Niro-EV;65;167;165|65-R17;350;TRG-416;2022;25349
KIA;Niro-EV;65;167;165|65-R17;350;MEB-668;2021;36460
VW;e-up!;36;130;165|65-R15;300;TUD-562;2022;25892
VW;e-up!;36;130;165|65-R15;300;AABM-658;2021;32675
Skoda;Citigo|e-iV;36;130;165|65-R16;300;RFB-416;2020;41920
Opel;Vivaro-e;50;192;165|65-R16;320;AAAG-931;2021;38156
VW;e-up!;36;130;165|65-R15;300;RDR-601;2020;50547
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AACF-037;2021;35771
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AACG-802;2022;34315
VW;e-up!;18;130;165|65-R15;130;AACB-736;2020;58596
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AACE-331;2020;56452
Opel;Vivaro-e;50;192;165|65-R16;320;AAAM-097;2019;53269
VW;e-up!;36;130;165|65-R15;300;AAAJ-751;2023;28767
Skoda;Citigo|e-iV;36;130;165|65-R16;300;AACB-473;2022;30593
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AACI-145;2022;25438
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AABA-544;2020;51568
KIA;Niro-EV;65;167;165|65-R17;350;AACN-232;2021;33695
Renault;Kangoo-Z.E.;45;130;165|65-R15;285;AAAC-168;2023;21194
VW;e-up!;36;130;165|65-R15;300;NPC-204;2022;27473
Skoda;Citigo|e-iV;36;130;165|65-R16;300;SKL-129;2023;24265
Opel;Vivaro-e;50;192;165|65-R16;320;NZV-668;2019;58483
Opel;Vivaro-e;50;192;165|65-R16;320;MNY-377;2019;59137
Skoda;Citigo|e-iV;36;130;165|65-R16;300;SSV-811;2021;37872
VW;e-up!;36;130;165|65-R15;300;TPR-983;2022;25993
VW;e-up!;36;130;165|65-R15;300;SMA-625;2022;33018
Opel;Vivaro-e;50;192;165|65-R16;320;TYE-877;2023;20869
